Surveys - Paused On,Survey Tag,Region,Account Type,Clicks_sum,Deliveries_sum,Opens_sum,Time since response,Account logValue,Churn
0,ITS,North West,Target,0,0,0,711,0,0
0,DTS,Northern Ireland,Target,0,0,0,1580,0,0
0,FSS,South East,Target,0,0,0,109,0,0
1,DTS,East of England,Member,0,0,0,1580,8.126151563,0
0,SSS,Thames Valley,Target,0,0,0,279,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1511,0,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
0,DTS,North East,Target,0,0,0,1580,0,0
0,DTS,Scotland,Target,0,0,0,230,0,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,Scotland,Target,0,0,0,1580,0,0
0,DTS,South West,Target,0,0,0,19,0,0
0,ITS,Wales,Target,0,0,0,1580,0,0
1,DTS,Scotland,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,172,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,69,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,ITS,Wales,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,320,0,0
0,SSS,East of England,Target,0,0,0,1580,0,0
1,ITS,London,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,781,0,0
0,SSS,South East,Target,2,47,47,132,0,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,Thames Valley,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,112,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,ITS,South West,Target,0,0,0,28,0,0
1,ITS,North East,Member,0,0,0,1580,10.0804615,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,230,0,0
0,DTS,East of England,Target,0,0,0,1580,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,1580,0,0
0,FSS,East of England,Target,0,0,0,748,0,0
0,ITS,North West,Target,0,0,0,1359,0,0
0,SSS,South West,Target,0,0,0,39,0,0
0,ITS,East Midlands,Target,0,0,0,121,0,0
0,ITS,South West,Target,0,0,0,489,0,0
1,ITS,West Midlands,Member,0,0,0,1580,8.966056174,0
0,SSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,149,0,0
0,ITS,East of England,Target,0,0,0,513,0,0
0,SSS,South West,Target,0,0,0,1541,0,0
1,SSS,East of England,Member,0,0,0,1580,7.338290164,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,8,0,0
0,FSS,,Target,0,0,0,1580,0,0
1,ITS,Wales,Target,0,0,0,1580,0,0
1,ITS,North East,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,5.967018154,0
1,SSS,London,Target,0,0,0,1580,0,0
1,ITS,Wales,Member,0,0,0,1580,8.972185969,0
0,FSS,East Midlands,Target,0,0,0,195,0,0
0,SSS,London,Target,0,0,0,428,0,0
0,SSS,Thames Valley,Target,0,0,0,1580,0,0
0,FSS,North West,Target,1,34,57,7,0,0
1,ITS,East Midlands,Member,0,0,0,1580,7.770455343,0
0,FSS,West Midlands,Target,0,0,0,20,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,412,0,0
1,ITS,London,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,68,0,0
0,DTS,East Midlands,Target,0,0,0,385,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,839,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,1509,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,993,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,139,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,SSS,London,Member,0,214,139,533,10.43476736,0
0,ITS,South East,Target,0,0,0,720,0,0
0,DTS,Scotland,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Member,0,0,0,1580,0,0
0,FSS,London,Target,0,66,37,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,40,0,0
0,FSS,Northern Ireland,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,234,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,North East,Target,0,0,0,1580,0,0
0,ITS,North East,Target,0,0,0,190,0,0
0,SSS,Scotland,Target,0,0,0,69,0,0
0,ITS,North West,Target,0,0,0,35,0,0
0,ITS,East Midlands,Target,0,0,0,1162,0,0
0,ITS,West Midlands,Target,0,0,0,35,0,0
0,DTS,South East,Target,0,0,0,1043,0,0
0,FSS,Yorkshire & the Humber,Target,0,0,0,15,0,0
1,SSS,London,Member,0,0,0,1580,11.10522621,1
0,DTS,West Midlands,Target,0,0,0,7,0,0
1,SSS,South West,Member,0,0,0,1580,0,0
1,SSS,Wales,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,196,0,0
0,ITS,East of England,Target,0,0,0,69,0,0
1,DTS,London,Target,0,0,0,1580,0,0
0,FSS,South East,Target,0,0,0,392,0,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,538,0,0
1,SSS,East of England,Member,0,0,0,1580,10.06576073,0
0,SSS,West Midlands,Target,0,0,0,224,0,0
0,DTS,Scotland,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,84,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,DTS,Scotland,Target,0,0,0,1561,0,0
0,ITS,Northern Ireland,Member,0,0,0,826,7.992525541,0
0,ITS,South West,Member,0,0,0,727,7.210700278,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,163,0,0
0,FSS,,Target,0,0,0,21,0,0
0,FSS,London,Target,0,0,0,104,0,0
0,ITS,North West,Target,0,0,0,39,0,0
1,SSS,London,Member,0,0,0,1580,7.253753428,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,DTS,London,Target,0,0,0,63,0,0
0,ITS,South West,Target,0,0,0,85,0,0
0,ITS,Wales,Target,0,0,0,685,0,0
0,DTS,North East,Target,0,0,0,15,0,0
0,SSS,South West,Target,0,0,0,525,0,0
1,SSS,London,Member,0,0,0,1580,9.149533546,0
1,SSS,,Stakeholder,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,162,0,0
0,ITS,West Midlands,Target,0,0,0,1476,0,0
0,FSS,South East,Target,0,0,0,20,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,ITS,Thames Valley,Target,0,0,0,130,0,0
0,ITS,South East,Target,0,0,0,56,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,61,0,0
0,SSS,London,Target,0,0,0,412,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,DTS,East Midlands,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,265,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,South East,Target,0,0,0,1580,0,0
1,SSS,South East,Member,0,0,0,1580,9.537560655,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,East of England,Member,0,0,0,1580,7.757521519,0
1,SSS,International,Member,0,0,0,1580,10.10532187,0
1,ITS,South West,Member,0,0,0,1580,10.39839764,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,252,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,97,0,0
0,ITS,East of England,Member,0,0,0,1580,7.75258438,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,104,238,71,0,0
0,FSS,London,Target,10,23,18,197,0,0
0,ITS,South West,Target,0,0,0,107,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,North East,Member,0,0,0,1580,8.07121854,0
0,ITS,East of England,Target,0,105,0,232,0,0
1,DTS,South East,Target,0,0,0,1580,0,0
0,FSS,South West,Target,0,0,0,97,0,0
0,FSS,East of England,Target,0,0,0,1580,0,0
0,FSS,North East,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,81,0,0
0,FSS,London,Target,0,0,0,191,0,0
0,ITS,West Midlands,Target,0,0,0,1561,0,0
0,ITS,Scotland,Target,0,0,0,417,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,,Target,0,0,0,1580,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,FSS,West Midlands,Target,0,67,6,1580,0,0
1,SSS,South East,Member,0,0,0,1580,10.18077832,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,21,0,0
0,SSS,North East,Target,0,0,0,57,0,0
0,FSS,London,Target,0,0,0,0,0,0
1,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,Wales,Member,15,179,107,194,10.02112524,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,Yorkshire & the Humber,Target,0,0,0,119,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,South West,Member,0,0,0,1580,7.742002637,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
1,DTS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,1580,0,0
0,ITS,North East,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Thames Valley,Target,0,0,0,747,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,50,0,0
1,ITS,Thames Valley,Target,0,0,0,1580,0,0
0,FSS,London,Member,0,0,0,1580,10.5476936,0
0,SSS,,Target,0,0,0,130,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,South East,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,28,0,0
1,ITS,South East,Target,0,0,0,1580,0,0
0,DTS,Wales,Target,0,0,0,710,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,63,38,75,0,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,207,0,0
0,ITS,East Midlands,Target,0,0,0,198,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,ITS,,Target,0,0,0,769,0,0
0,DTS,North West,Target,0,0,0,93,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Target,0,0,0,633,0,0
0,FSS,London,Member,22,222,394,527,11.96236554,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,49,0,0
0,FSS,South East,Target,0,0,0,0,0,0
0,SSS,London,Target,0,106,1,209,0,0
0,SSS,East of England,Target,0,0,0,3,0,0
0,SSS,West Midlands,Target,0,0,0,13,0,0
1,SSS,Wales,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,DTS,Scotland,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,302,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,104,0,0
0,SSS,East of England,Target,0,0,0,73,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Member,0,0,0,1580,11.10470155,0
0,SSS,Scotland,Target,0,0,0,56,0,0
0,ITS,South West,Target,0,0,0,1580,0,0
1,ITS,Northern Ireland,Member,0,0,0,1580,6.578434907,0
0,SSS,West Midlands,Target,0,0,0,816,0,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,159,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,48,9,15,0,0
0,ITS,South West,Target,0,0,0,1554,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,513,0,0
1,SSS,Northern Ireland,Member,0,0,0,1580,7.866733784,0
0,ITS,London,Target,0,0,0,36,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
1,SSS,East of England,Member,0,0,0,1580,11.02273007,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,3,0,0
0,DTS,Northern Ireland,Member,0,0,0,225,7.601402335,0
1,SSS,South West,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1436,0,0
0,SSS,West Midlands,Member,0,0,0,19,8.403278975,0
0,SSS,North East,Target,0,0,0,117,0,0
0,SSS,East of England,Member,0,0,0,1580,7.757521519,0
0,FSS,,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,84,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,FSS,Northern Ireland,Member,0,0,0,1580,10.5476936,0
0,SSS,West Midlands,Target,0,0,0,957,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,SSS,North West,Target,2,122,99,532,0,0
1,SSS,London,Member,0,0,0,1580,,0
0,DTS,East of England,Target,0,0,0,1580,0,0
1,SSS,International,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,1580,0,0
0,SSS,Northern Ireland,Target,0,0,0,344,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,North East,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,806,0,0
0,SSS,South East,Target,0,0,0,31,0,0
0,ITS,East of England,Target,0,0,0,230,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
1,DTS,London,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,67,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,West Midlands,Target,0,0,0,421,0,0
0,FSS,East of England,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,1580,0,0
0,SSS,North East,Target,0,0,0,112,0,0
0,ITS,East of England,Target,0,0,0,283,0,0
0,FSS,South East,Member,7,115,19,312,11.1807176,0
1,ITS,Wales,Member,0,0,0,1580,11.01977226,0
1,ITS,North West,Member,0,0,0,1580,8.532183769,0
0,DTS,South East,Target,0,0,0,131,0,0
0,SSS,London,Target,0,0,0,1184,0,0
0,FSS,North East,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,31,0,0
1,ITS,North East,Member,0,0,0,1580,7.610960458,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,57,0,0
0,FSS,South West,Target,0,0,0,781,0,0
0,SSS,London,Target,0,0,0,210,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,DTS,,Target,0,0,0,257,0,0
0,SSS,Thames Valley,Target,0,0,0,54,0,0
0,DTS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,North East,Target,0,0,0,1580,0,0
1,ITS,North East,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,180,0,0
0,FSS,North West,Target,0,0,0,1580,0,0
0,SSS,Northern Ireland,Target,0,0,0,434,0,0
1,SSS,East of England,Member,0,0,0,1580,7.338290164,0
0,DTS,East of England,Target,0,0,0,2,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,Scotland,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,210,0,0
0,ITS,West Midlands,Target,0,0,0,1566,0,0
0,ITS,East of England,Target,0,0,0,932,0,0
0,SSS,London,Target,0,0,0,197,0,0
0,SSS,Scotland,Target,0,0,0,376,0,0
0,DTS,West Midlands,Target,0,0,0,223,0,0
0,SSS,South West,Target,0,0,0,42,0,0
1,ITS,North West,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,0,0,108,0,0
0,ITS,West Midlands,Target,0,0,0,1115,0,0
0,SSS,London,Target,0,0,0,52,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,North East,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,685,0,0
0,ITS,East Midlands,Target,0,0,0,497,0,0
0,SSS,East Midlands,Target,0,0,0,719,0,0
0,SSS,South West,Target,0,0,0,1565,0,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,DTS,Northern Ireland,Target,0,0,0,42,0,0
0,ITS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,ITS,South East,Target,0,0,0,1580,0,0
0,FSS,East of England,Target,0,0,0,121,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,336,0,0
1,SSS,North East,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,94,0,0
0,SSS,London,Target,0,0,0,200,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
1,SSS,Thames Valley,Member,0,0,0,1580,8.027695175,0
1,SSS,South East,Member,0,0,0,1580,11.31140372,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,338,0,0
1,ITS,North East,Member,0,0,0,1580,7.515426267,0
1,SSS,North West,Target,0,0,0,1580,0,0
1,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,ITS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,16,0,0
0,DTS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,Wales,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Member,0,0,0,1580,9.799570439,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,56,0,0
0,ITS,Thames Valley,Member,0,0,0,1580,8.006700845,0
0,ITS,South East,Target,0,0,0,628,0,0
0,FSS,Northern Ireland,Member,0,0,0,764,8.160803921,0
0,SSS,London,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,650,0,0
0,ITS,East Midlands,Target,0,0,0,437,0,0
0,FSS,East of England,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,1207,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,1580,0,0
0,FSS,East of England,Target,0,0,0,95,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,North West,Member,0,0,0,834,9.039662365,0
1,SSS,Yorkshire & the Humber,Member,0,0,0,1580,11.10470155,0
0,ITS,Scotland,Target,0,0,0,1504,0,0
0,SSS,,Target,0,0,0,428,0,0
0,SSS,East Midlands,Target,0,0,0,1565,0,0
0,ITS,East Midlands,Target,0,0,0,1026,0,0
0,DTS,South East,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Member,0,0,0,718,8.065541726,0
0,ITS,East of England,Target,0,0,0,538,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,ITS,North West,Target,0,0,0,1580,0,0
1,SSS,East of England,Member,0,0,0,1580,9.676286405,0
0,SSS,South East,Target,0,0,0,40,0,0
0,FSS,East Midlands,Target,0,0,0,0,0,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,111,0,0
1,DTS,East of England,Target,0,0,0,1580,0,0
1,SSS,Scotland,Member,0,0,0,1580,9.737349139,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,12,0,0
0,FSS,,Target,0,0,0,1580,0,0
0,DTS,South West,Target,0,0,0,1580,0,0
0,DTS,Scotland,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,14,0,0
0,ITS,North West,Member,0,0,0,671,8.881975184,0
1,SSS,North West,Member,0,0,0,1580,8.471428795,0
0,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,SSS,London,Member,0,0,0,1537,5.484796933,0
0,DTS,South East,Target,0,0,0,830,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,245,0,0
0,ITS,South East,Target,2,48,98,175,0,0
0,SSS,North East,Member,0,0,0,168,8.081391549,0
0,DTS,South East,Target,0,93,0,454,0,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
0,FSS,South West,Target,0,0,0,1580,0,0
0,FSS,South West,Target,0,0,0,21,0,0
1,DTS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,261,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,SSS,Northern Ireland,Member,0,0,0,1580,7.494986234,0
0,FSS,London,Target,0,0,0,1580,0,0
1,DTS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
1,DTS,North East,Target,0,0,0,1580,0,0
0,DTS,East Midlands,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,1047,0,0
1,SSS,North West,Member,0,0,0,1580,8.936889882,0
1,ITS,South East,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,93,136,260,0,0
0,FSS,South West,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,95,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,0,0,1
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,Scotland,Member,0,0,0,1580,9.799570439,0
0,ITS,South East,Target,0,0,0,980,0,0
0,FSS,East of England,Target,0,0,0,44,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,SSS,East of England,Member,0,0,0,860,7.338290164,0
1,DTS,Wales,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,1509,0,0
1,SSS,North East,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,77,1,1580,0,0
0,DTS,Yorkshire & the Humber,Target,0,97,33,1580,0,0
0,ITS,Northern Ireland,Target,0,0,0,98,0,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,FSS,,Target,0,0,0,1580,0,0
0,DTS,London,Target,0,0,0,176,0,1
0,SSS,London,Target,0,0,0,98,0,0
0,DTS,North West,Target,0,0,0,1580,0,0
0,FSS,East Midlands,Target,0,0,0,41,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,600,0,0
0,ITS,North West,Target,0,0,0,926,0,0
0,DTS,East of England,Target,0,0,0,1580,0,0
1,DTS,London,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,1580,0,0
0,DTS,East Midlands,Target,0,0,0,109,0,0
0,SSS,London,Target,0,0,0,53,0,1
0,DTS,London,Target,0,0,0,69,0,0
1,SSS,East Midlands,Member,0,0,0,1580,9.835239761,0
0,SSS,North West,Target,0,0,0,41,0,0
0,DTS,Wales,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,1580,0,0
0,ITS,,Target,0,0,0,505,0,0
0,FSS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,London,Target,0,0,0,1554,0,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,9.473377871,0
0,SSS,East of England,Target,0,0,0,1565,0,0
0,FSS,Thames Valley,Target,0,0,0,381,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Member,0,0,0,1580,7.873217055,0
0,DTS,South East,Target,0,0,0,392,0,0
1,ITS,South East,Target,0,0,0,1580,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,DTS,East Midlands,Target,0,0,0,68,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,81,0,0
0,SSS,West Midlands,Target,0,0,0,67,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1554,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,76,0,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,128,0,0
0,SSS,,Target,0,0,0,28,0,0
0,DTS,North West,Target,0,0,0,535,0,0
0,SSS,East of England,Member,0,0,0,1580,8.677902885,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,1,105,6,777,0,0
