Surveys - Paused On,Survey Tag,Region,Account Type,Clicks_sum,Deliveries_sum,Opens_sum,Time since response,Account logValue,Churn
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,614,0,0
0,SSS,North West,Target,0,0,0,8,0,0
0,SSS,North West,Target,0,0,0,71,0,0
1,SSS,Northern Ireland,Member,0,0,0,1580,8.188966864,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,7,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,FSS,East Midlands,Target,0,0,0,1043,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,126,0,0
0,SSS,East of England,Target,0,0,0,1580,0,0
1,SSS,North East,Member,0,0,0,1580,8.081391549,0
1,SSS,London,Member,0,0,0,1580,7.351389265,0
0,DTS,South East,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,584,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1438,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,DTS,North East,Target,0,0,0,1379,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,692,0,0
0,SSS,North East,Target,0,0,0,6,0,0
0,ITS,Wales,Target,0,0,0,928,0,0
1,ITS,Wales,Member,0,0,0,1580,7.601402335,0
0,FSS,London,Member,0,0,0,1580,9.178233416,0
0,DTS,East Midlands,Target,0,0,0,207,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,0,0,1
0,ITS,South East,Target,0,0,0,60,0,0
0,FSS,Yorkshire & the Humber,Target,0,0,0,96,0,0
0,DTS,South East,Target,0,0,0,88,0,0
0,SSS,London,Target,0,0,0,53,0,0
0,DTS,South East,Target,0,0,0,138,0,0
0,ITS,East Midlands,Target,0,0,0,1580,0,0
0,FSS,London,Member,19,232,13,941,10.39767726,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
1,DTS,South East,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,10.81165538,0
0,SSS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,230,0,0
1,ITS,,Target,0,0,0,1580,0,0
0,DTS,,Target,0,0,0,112,0,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,139,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,DTS,North West,Member,0,0,0,1076,8.517393171,0
0,ITS,North East,Target,0,0,0,1419,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,FSS,East Midlands,Target,0,0,0,1580,0,0
1,ITS,Thames Valley,Member,0,0,0,1580,10.17030879,0
1,ITS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,215,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,629,0,0
0,FSS,London,Target,0,0,0,97,0,0
0,SSS,South West,Target,0,0,0,203,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,1
0,SSS,London,Target,0,0,0,180,0,0
0,SSS,West Midlands,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,15,0,0
0,SSS,London,Member,0,0,0,444,7.405696251,0
0,DTS,East of England,Target,0,0,0,568,0,0
0,SSS,South West,Target,0,0,0,98,0,0
0,ITS,South East,Target,0,0,0,227,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,11.89304391,0
0,ITS,South West,Target,0,0,0,1580,0,0
0,FSS,Scotland,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,163,0,0
0,ITS,North East,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
1,ITS,London,Member,0,0,0,1580,10.77544722,0
0,SSS,Wales,Target,0,0,0,52,0,0
0,ITS,Wales,Target,0,0,0,215,0,0
1,SSS,Wales,Target,0,0,0,1580,0,0
1,ITS,North West,Target,0,0,0,1580,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,61,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,South West,Member,0,0,0,1580,8.140633274,0
0,DTS,London,Target,3,49,20,195,0,0
0,DTS,South West,Target,0,0,0,1043,0,0
0,SSS,London,Member,0,0,0,1580,7.288715923,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,East Midlands,Target,0,0,0,72,0,0
0,DTS,West Midlands,Target,0,0,0,1043,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,1538,0,0
0,DTS,East of England,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,20,0,0
0,ITS,,Target,0,0,0,295,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,1323,0,0
0,DTS,West Midlands,Target,0,0,0,565,0,0
0,SSS,London,Target,0,0,0,525,0,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,96,0,0
0,ITS,Wales,Target,0,0,0,1580,0,0
0,SSS,North East,Target,0,0,0,13,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,33,0,0
1,ITS,Wales,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Member,0,0,0,1580,9.835239761,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,935,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,90,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,East of England,Member,0,0,0,1580,9.676286405,0
1,SSS,Northern Ireland,Member,0,0,0,1580,8.836416081,0
0,SSS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,,Target,0,0,0,20,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,1538,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,315,0,0
0,SSS,South East,Target,0,0,0,40,0,0
0,SSS,West Midlands,Target,1,98,63,203,0,0
0,ITS,North West,Target,0,0,0,173,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,1413,0,0
0,ITS,Wales,Target,0,0,0,48,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,Scotland,Member,0,0,0,1580,5.484796933,0
0,SSS,Thames Valley,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,50,0,0
0,SSS,South West,Target,0,0,0,1571,0,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,101,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,252,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,,Target,0,0,0,206,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Thames Valley,Target,0,0,0,380,0,0
0,FSS,London,Member,0,87,18,1580,11.18582319,0
0,SSS,North West,Target,0,0,0,435,0,0
0,FSS,East of England,Target,0,0,0,309,0,0
0,FSS,South East,Target,0,0,0,847,0,0
0,ITS,,Target,0,0,0,1043,0,0
0,FSS,Scotland,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,563,0,0
0,FSS,East of England,Target,0,0,0,207,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,London,Member,0,0,0,9,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,DTS,Thames Valley,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,1557,0,0
0,SSS,South West,Target,0,0,0,137,0,0
0,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,0,0,1292,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,Wales,Target,0,0,0,1103,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,178,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,Scotland,Target,0,0,0,126,0,0
0,DTS,South East,Target,0,0,0,229,0,0
0,FSS,East of England,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,931,0,0
0,ITS,South West,Target,0,0,0,1180,0,0
0,DTS,,Target,0,0,0,116,0,0
0,SSS,Wales,Target,0,0,0,98,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,26,0,0
0,ITS,Thames Valley,Target,0,0,0,151,0,0
0,SSS,North West,Target,0,0,0,60,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Member,0,0,0,1580,11.02273007,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,57,0,0
0,ITS,East Midlands,Target,0,0,0,1383,0,0
0,ITS,South West,Target,0,0,0,963,0,0
0,SSS,West Midlands,Target,0,0,0,466,0,0
0,FSS,Scotland,Target,0,0,0,41,0,0
0,SSS,East of England,Target,0,0,0,1118,0,0
1,ITS,North West,Member,0,0,0,1580,8.881975184,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,100,0,0
0,FSS,Wales,Member,0,0,0,846,8.145140615,0
0,SSS,West Midlands,Target,0,0,0,98,0,0
0,ITS,London,Target,0,0,0,1580,0,0
0,FSS,North East,Target,0,0,0,26,0,0
0,FSS,Thames Valley,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,40,0,0
0,DTS,East of England,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,434,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,55,49,64,0,0
0,ITS,East of England,Target,0,0,0,202,0,0
0,DTS,East Midlands,Target,0,0,0,131,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,North East,Target,0,0,0,298,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,FSS,London,Member,7,186,75,1580,9.907863962,0
0,SSS,London,Target,0,0,0,39,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,203,0,0
0,SSS,Northern Ireland,Target,0,0,0,56,0,0
1,SSS,London,Member,0,0,0,1580,7.873217055,0
1,SSS,North West,Target,0,0,0,1580,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,0,0,1580,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,69,0,0
0,FSS,Scotland,Member,0,186,0,1580,11.93396827,0
0,FSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,104,0,0
0,SSS,East of England,Target,0,0,0,47,0,0
1,SSS,Scotland,Member,0,0,0,1580,5.484796933,0
1,SSS,East of England,Member,0,0,0,1580,9.85756612,0
0,ITS,West Midlands,Target,0,0,0,428,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,FSS,West Midlands,Target,0,0,0,0,0,0
0,FSS,Scotland,Member,2,204,27,376,11.22949567,0
0,SSS,South East,Member,18,215,23,1015,10.1266711,0
0,DTS,West Midlands,Target,0,0,0,172,0,0
0,ITS,East of England,Target,0,0,0,22,0,0
0,SSS,South East,Target,0,0,0,76,0,0
0,SSS,,Target,0,0,0,14,0,0
1,DTS,Scotland,Target,0,0,0,1580,0,0
0,ITS,South West,Target,0,0,0,111,0,0
0,SSS,Scotland,Target,0,0,0,1264,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,0,0,1580,0,0
1,SSS,North West,Member,0,0,0,1580,7.64129076,0
1,ITS,North West,Target,0,0,0,1580,0,0
0,DTS,South East,Target,0,0,0,55,0,0
0,SSS,West Midlands,Target,0,96,80,1580,0,0
0,SSS,London,Target,0,0,0,99,0,0
0,DTS,East of England,Target,0,0,0,1571,0,0
0,SSS,South East,Target,0,0,0,782,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,London,Member,9,203,284,1387,11.89304391,0
0,SSS,Northern Ireland,Target,0,0,0,61,0,0
0,FSS,East of England,Target,0,0,0,0,0,0
1,SSS,North West,Member,0,0,0,1580,9.875366331,0
0,DTS,Yorkshire & the Humber,Target,1,67,1,74,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Member,0,0,0,474,9.740041723,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,ITS,South West,Member,0,0,0,1196,9.477768715,0
0,DTS,East of England,Target,0,0,0,291,0,0
0,SSS,London,Target,0,0,0,627,0,0
0,FSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,687,0,0
0,FSS,Wales,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,192,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,805,0,0
0,DTS,London,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,53,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,88,0,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,FSS,,Target,0,0,0,1580,0,0
0,ITS,South West,Target,0,0,0,128,0,0
0,ITS,Northern Ireland,Target,0,0,0,802,0,0
1,SSS,London,Member,0,0,0,1580,8.077332272,0
1,SSS,Northern Ireland,Member,0,0,0,1580,7.778249162,0
0,FSS,London,Target,0,0,0,370,0,0
0,FSS,North West,Target,0,0,0,97,0,0
0,SSS,East of England,Target,0,0,0,860,0,0
0,SSS,East of England,Member,0,0,0,1083,6.693398015,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,594,0,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
0,ITS,London,Target,0,0,0,722,0,0
0,SSS,London,Target,0,0,0,133,0,0
0,SSS,South West,Target,0,0,0,61,0,0
0,ITS,East of England,Target,0,0,0,406,0,0
0,SSS,West Midlands,Target,1,105,62,10,0,0
1,ITS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,285,0,0
1,ITS,East of England,Member,0,0,0,1580,7.794946703,0
1,DTS,London,Target,0,0,0,1580,0,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,London,Target,0,0,0,128,0,0
0,DTS,Wales,Target,0,0,0,693,0,0
0,SSS,North West,Target,0,0,0,525,0,0
0,FSS,South East,Target,0,0,0,1560,0,0
0,SSS,West Midlands,Target,0,0,0,748,0,0
0,DTS,Northern Ireland,Target,0,0,0,1580,0,0
0,FSS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,0,0,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,98,0,0
0,ITS,Scotland,Target,0,0,0,0,0,1
1,ITS,West Midlands,Member,0,0,0,1580,9.486546851,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
1,SSS,Wales,Member,0,0,0,1580,7.41842089,0
1,SSS,London,Member,0,0,0,1580,11.02273007,0
0,ITS,East of England,Target,0,0,0,69,0,0
0,DTS,Scotland,Target,0,0,0,1113,0,0
0,FSS,East Midlands,Member,0,0,0,1580,10.57609032,0
0,FSS,London,Member,0,0,0,1580,9.683945633,0
1,SSS,South West,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Target,0,0,0,952,0,0
1,ITS,South West,Member,0,0,0,1580,9.452243654,0
1,SSS,South West,Target,0,0,0,1580,0,0
1,SSS,East of England,Member,0,0,0,1580,8.188966864,0
0,FSS,International,Target,0,0,0,1580,0,0
0,SSS,London,Member,0,0,0,665,8.818846214,0
0,SSS,Scotland,Target,0,0,0,87,0,0
1,SSS,Yorkshire & the Humber,Member,0,0,0,1580,7.82134637,0
0,ITS,Wales,Target,0,0,0,1540,0,0
0,DTS,East of England,Target,0,0,0,64,0,0
0,SSS,South West,Target,0,0,0,12,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,94,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,DTS,,Target,0,0,0,116,0,0
0,SSS,South East,Target,0,0,0,189,0,0
0,DTS,West Midlands,Target,0,0,0,131,0,0
0,DTS,East of England,Target,0,0,0,185,0,0
0,DTS,East Midlands,Target,0,0,0,1319,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,North East,Member,0,0,0,1580,8.635763473,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,West Midlands,Target,0,0,0,1580,0,0
0,DTS,Wales,Target,0,0,0,332,0,0
1,ITS,North East,Member,0,0,0,1580,8.478583332,0
0,SSS,London,Target,0,0,0,25,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,DTS,London,Target,0,0,0,1580,0,0
1,ITS,East of England,Member,0,0,0,1580,9.788238164,0
0,DTS,London,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,DTS,South West,Target,0,0,0,1580,0,0
1,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Member,0,0,0,1580,9.277185372,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,0,0,1
0,ITS,South East,Target,0,0,0,245,0,0
0,FSS,Yorkshire & the Humber,Member,0,94,11,1580,10.12458902,0
0,SSS,South East,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Target,0,0,0,520,0,0
0,DTS,South East,Target,0,0,0,225,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
0,FSS,North West,Target,3,62,11,1580,0,0
0,ITS,North West,Target,0,0,0,896,0,0
0,SSS,South West,Target,0,0,0,1043,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,247,0,0
0,ITS,South West,Target,0,0,0,126,0,0
1,DTS,East of England,Target,0,0,0,1580,0,0
0,FSS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,104,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,102,0,0
0,SSS,Scotland,Target,0,0,0,196,0,0
1,ITS,London,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,11.00211651,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,585,0,0
0,SSS,North West,Target,0,0,0,195,0,0
0,ITS,London,Target,0,0,0,57,0,0
0,SSS,East of England,Target,0,0,0,17,0,0
1,SSS,Northern Ireland,Member,0,0,0,1580,7.494986234,0
0,DTS,East Midlands,Target,0,0,0,1580,0,0
1,DTS,London,Target,0,0,0,1580,0,0
0,SSS,Wales,Target,0,0,0,76,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,1314,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,40,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,South East,Member,0,0,0,1580,7.338277161,0
0,SSS,East Midlands,Target,0,0,0,1580,0,0
0,FSS,Scotland,Member,8,197,66,16,11.93396827,0
0,ITS,South West,Target,0,104,0,161,0,0
1,ITS,Wales,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,61,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,9.964589237,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
1,DTS,London,Member,0,0,0,1580,11.26386187,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,SSS,North East,Target,0,0,0,60,0,0
1,SSS,London,Member,0,0,0,1580,7.411381046,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
1,DTS,Scotland,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,1328,0,0
0,DTS,London,Target,0,0,0,420,0,0
0,ITS,Wales,Member,0,0,0,560,7.933058251,0
0,ITS,West Midlands,Target,0,0,0,22,0,0
0,FSS,Scotland,Target,0,0,0,0,0,0
0,SSS,South East,Target,0,0,0,1453,0,0
0,ITS,London,Target,0,0,0,1580,0,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,South West,Member,0,0,0,1580,10.10322941,0
0,DTS,South East,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,10.12707101,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,1304,0,0
1,DTS,South West,Member,0,0,0,1580,11.12230956,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,DTS,South East,Target,0,0,0,60,0,0
0,DTS,South East,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1554,0,0
1,ITS,North West,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,467,0,0
1,ITS,South West,Member,0,0,0,1580,9.266391729,0
1,SSS,London,Member,0,0,0,1580,11.16149958,0
1,ITS,Thames Valley,Member,0,0,0,1580,7.160263439,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,56,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,40,0,0
0,ITS,Scotland,Target,0,0,0,690,0,0
0,DTS,South West,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,385,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,46,0,0
0,SSS,East of England,Target,0,0,0,56,0,0
1,ITS,South West,Member,0,0,0,1580,8.875538739,0
0,DTS,Northern Ireland,Target,0,0,0,0,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,1580,0,0
0,ITS,Wales,Target,0,0,0,22,0,0
0,SSS,Northern Ireland,Target,0,0,0,1567,0,0
0,DTS,London,Target,0,0,0,108,0,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
1,DTS,South East,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,656,0,0
1,SSS,North West,Member,0,0,0,1580,8.936889882,0
1,SSS,South East,Member,0,0,0,1580,11.06058209,0
0,SSS,London,Target,0,0,0,252,0,0
0,ITS,London,Target,0,0,0,1580,0,0
0,FSS,South East,Target,0,0,0,1580,0,0
1,ITS,North West,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,513,0,0
0,ITS,East of England,Target,0,0,0,262,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,141,0,0
1,SSS,London,Target,0,0,0,1580,0,1
0,ITS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,London,Member,0,0,0,1580,9.664659134,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,DTS,,Target,0,0,0,126,0,0
0,SSS,South West,Target,0,0,0,61,0,0
0,SSS,East Midlands,Target,0,0,0,1580,0,0
0,FSS,Scotland,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,986,0,0
0,DTS,East of England,Target,0,0,0,63,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,London,Member,5,139,185,48,11.20505429,0
0,DTS,,Target,0,0,0,26,0,0
0,FSS,West Midlands,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,461,0,0
1,ITS,North West,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,DTS,East of England,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,1376,0,0
0,DTS,East of England,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1013,0,0
0,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,South East,Target,0,0,0,1580,0,0
0,FSS,East Midlands,Target,0,0,0,202,0,0
0,SSS,South West,Target,0,0,0,132,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,1056,0,0
0,SSS,South West,Target,0,0,0,6,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,362,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,10.15622874,0
0,DTS,West Midlands,Target,0,0,0,1166,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Target,0,0,0,78,0,0
1,SSS,North East,Target,0,0,0,1580,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
0,DTS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,780,0,0
0,SSS,East Midlands,Target,0,0,0,61,0,0
